Frame Number,Car ID,Lane (Left/Right),Speed (Km/h),Violation
1,0,Left,tensor(20.5182),No
1,1,Right,tensor(5.9977),Yes
2,0,Left,tensor(19.8181),No
2,1,Right,tensor(5.5559),Yes
3,1,Right,tensor(8.1544),No
3,0,Left,tensor(22.1471),No
4,1,Right,tensor(6.2144),No
4,0,Left,tensor(21.1086),No
5,1,Right,tensor(6.0829),No
5,0,Left,tensor(20.6300),No
6,1,Right,tensor(5.1928),Yes
6,0,Left,tensor(23.0664),Yes
7,2,Right,tensor(86.7308),No
7,0,Left,tensor(20.4380),Yes
7,1,Right,tensor(6.6092),Yes
8,2,Right,tensor(86.5251),No
8,0,Left,tensor(21.3215),Yes
8,1,Right,tensor(5.5059),Yes
9,2,Right,tensor(86.6521),No
9,0,Left,tensor(21.1319),Yes
9,1,Right,tensor(5.3620),Yes
10,2,Right,tensor(89.0392),No
10,0,Left,tensor(23.4138),Yes
10,1,Right,tensor(4.7626),Yes
11,2,Right,tensor(84.5656),No
11,0,Left,tensor(22.4916),Yes
11,1,Right,tensor(3.5362),Yes
12,2,Right,tensor(87.2837),No
12,0,Left,tensor(24.0160),Yes
12,1,Right,tensor(5.7249),Yes
13,2,Right,tensor(87.3926),No
13,0,Left,tensor(23.5746),Yes
13,1,Right,tensor(5.1857),Yes
14,2,Right,tensor(74.0229),No
14,0,Left,tensor(24.2180),Yes
14,1,Right,tensor(4.5379),Yes
15,2,Right,tensor(75.7064),No
15,0,Left,tensor(25.4848),Yes
15,1,Right,tensor(6.4149),Yes
16,2,Right,tensor(70.2032),No
16,0,Left,tensor(24.0680),Yes
16,1,Right,tensor(1.7499),Yes
17,2,Right,tensor(70.2333),No
17,0,Left,tensor(23.7568),Yes
17,1,Right,tensor(5.3377),Yes
18,2,Right,tensor(69.8620),No
18,0,Left,tensor(25.2474),Yes
18,1,Right,tensor(2.3367),Yes
19,2,Right,tensor(66.5015),No
19,0,Left,tensor(23.4432),Yes
19,1,Right,tensor(3.4671),Yes
20,2,Right,tensor(67.8942),No
20,0,Left,tensor(27.1604),Yes
20,1,Right,tensor(5.7524),Yes
21,2,Right,tensor(63.9473),No
21,0,Left,tensor(27.0955),Yes
21,1,Right,tensor(2.9870),Yes
22,2,Right,tensor(62.1575),No
22,0,Left,tensor(27.0814),Yes
22,1,Right,tensor(4.2490),Yes
23,2,Right,tensor(61.4625),No
23,0,Left,tensor(27.9514),Yes
23,1,Right,tensor(4.6348),Yes
24,2,Right,tensor(58.1761),No
24,0,Left,tensor(26.8959),Yes
24,1,Right,tensor(3.8150),Yes
25,2,Right,tensor(54.3387),No
25,0,Left,tensor(26.8987),Yes
25,1,Right,tensor(2.7459),Yes
26,2,Right,tensor(55.3741),No
26,0,Left,tensor(28.8293),Yes
26,1,Right,tensor(3.1459),Yes
27,2,Right,tensor(54.3632),No
27,0,Left,tensor(28.7956),Yes
27,1,Right,tensor(0.9854),Yes
28,2,Right,tensor(52.7591),No
28,0,Left,tensor(31.6408),Yes
28,1,Right,tensor(5.3954),Yes
29,2,Right,tensor(52.1463),No
29,0,Left,tensor(28.8460),Yes
29,1,Right,tensor(2.7599),Yes
30,2,Right,tensor(51.3952),No
30,0,Left,tensor(32.1023),Yes
31,2,Right,tensor(50.4005),No
31,0,Left,tensor(25.1122),Yes
32,2,Right,tensor(48.6841),No
32,0,Left,tensor(32.9460),Yes
32,1,Right,tensor(2.1710),Yes
33,2,Right,tensor(47.6925),No
33,0,Left,tensor(33.3762),Yes
33,1,Right,tensor(3.0678),Yes
34,2,Right,tensor(45.6084),No
34,0,Left,tensor(32.5709),Yes
34,1,Right,tensor(2.1482),Yes
35,0,Left,tensor(34.9331),No
35,2,Right,tensor(45.0393),No
35,1,Right,tensor(2.7914),Yes
36,2,Right,tensor(43.5411),No
36,0,Left,tensor(30.4896),Yes
36,1,Right,tensor(3.9081),Yes
37,2,Right,tensor(44.3924),No
37,0,Left,tensor(33.2464),Yes
38,2,Right,tensor(41.9153),No
38,0,Left,tensor(34.0762),Yes
39,2,Right,tensor(40.6307),No
39,0,Left,tensor(34.3743),Yes
40,0,Left,tensor(36.2314),No
40,2,Right,tensor(39.7277),No
41,2,Right,tensor(38.8017),No
41,0,Left,tensor(34.6746),Yes
42,0,Left,tensor(37.4384),No
42,2,Right,tensor(37.6629),No
42,3,Left,tensor(25.1453),Yes
43,0,Left,tensor(37.9049),No
43,2,Right,tensor(37.7172),Yes
43,3,Left,tensor(28.8985),Yes
44,0,Left,tensor(36.8057),No
44,2,Right,tensor(36.0878),Yes
44,3,Left,tensor(26.1564),Yes
45,0,Left,tensor(39.9293),No
45,2,Right,tensor(35.1669),Yes
45,3,Left,tensor(26.0828),Yes
46,2,Right,tensor(34.7124),No
46,0,Left,tensor(41.4443),No
46,3,Left,tensor(28.0379),Yes
46,4,Left,tensor(15.9904),Yes
47,2,Right,tensor(35.2438),No
47,0,Left,tensor(41.0718),No
47,3,Left,tensor(25.7035),Yes
47,4,Left,tensor(14.6445),Yes
48,0,Left,tensor(43.0622),No
48,2,Right,tensor(32.0579),Yes
48,3,Left,tensor(28.2099),Yes
48,4,Left,tensor(15.8710),Yes
49,0,Left,tensor(42.0844),No
49,2,Right,tensor(32.0749),Yes
49,3,Left,tensor(26.6859),Yes
49,4,Left,tensor(14.8185),Yes
50,0,Left,tensor(43.6690),No
50,2,Right,tensor(31.1512),Yes
50,4,Left,tensor(16.7936),Yes
50,3,Left,tensor(28.6494),Yes
51,2,Right,tensor(29.7008),No
51,0,Left,tensor(43.6086),No
51,4,Left,tensor(16.6796),Yes
51,3,Left,tensor(26.5971),Yes
52,2,Right,tensor(28.2355),No
52,0,Left,tensor(46.5835),No
52,4,Left,tensor(15.4712),Yes
52,3,Left,tensor(29.4490),Yes
53,0,Left,tensor(46.7191),No
53,2,Right,tensor(29.2759),Yes
53,3,Left,tensor(28.0221),Yes
53,4,Left,tensor(16.6142),Yes
54,0,Left,tensor(47.2664),No
54,2,Right,tensor(27.5674),Yes
54,3,Left,tensor(27.8284),Yes
54,4,Left,tensor(15.5746),Yes
55,0,Left,tensor(48.9774),No
55,2,Right,tensor(27.3852),Yes
55,3,Left,tensor(28.7430),Yes
55,4,Left,tensor(17.5484),Yes
56,0,Left,tensor(49.0811),No
56,2,Right,tensor(27.5438),Yes
56,3,Left,tensor(30.9929),Yes
56,4,Left,tensor(17.2509),Yes
57,0,Left,tensor(49.1680),No
57,2,Right,tensor(27.6557),Yes
57,3,Left,tensor(31.6229),Yes
57,4,Left,tensor(17.3917),Yes
58,0,Left,tensor(52.0927),No
58,2,Right,tensor(26.9816),Yes
58,3,Left,tensor(30.6970),Yes
58,4,Left,tensor(17.3697),Yes
59,0,Left,tensor(53.2506),No
59,2,Right,tensor(25.8460),Yes
59,3,Left,tensor(28.9133),Yes
59,4,Left,tensor(18.5451),Yes
60,0,Left,tensor(56.6473),No
60,2,Right,tensor(25.8491),Yes
60,3,Left,tensor(33.7387),Yes
60,4,Left,tensor(18.1891),Yes
61,0,Left,tensor(55.5272),No
61,2,Right,tensor(25.5813),Yes
61,3,Left,tensor(31.7573),Yes
61,4,Left,tensor(21.0960),Yes
62,0,Left,tensor(57.9093),No
62,2,Right,tensor(22.6638),Yes
62,3,Left,tensor(29.8775),Yes
62,4,Left,tensor(17.6603),Yes
63,0,Left,tensor(57.5878),No
63,2,Right,tensor(25.3169),Yes
63,3,Left,tensor(30.7764),Yes
63,4,Left,tensor(18.0555),Yes
64,0,Left,tensor(60.3868),No
64,2,Right,tensor(21.2073),Yes
64,3,Left,tensor(33.3088),Yes
64,4,Left,tensor(19.8211),Yes
65,0,Left,tensor(61.9082),No
65,2,Right,tensor(24.3796),Yes
65,3,Left,tensor(34.5750),Yes
65,4,Left,tensor(19.7516),Yes
66,0,Left,tensor(63.5043),No
66,2,Right,tensor(23.7044),Yes
66,3,Left,tensor(32.9411),Yes
66,4,Left,tensor(21.9367),Yes
67,0,Left,tensor(63.5129),No
67,3,Left,tensor(36.1820),Yes
67,2,Right,tensor(22.3846),Yes
67,4,Left,tensor(16.4214),Yes
68,0,Left,tensor(65.1638),No
68,3,Left,tensor(34.3268),Yes
68,2,Right,tensor(20.7829),Yes
68,4,Left,tensor(22.1475),Yes
69,0,Left,tensor(68.1951),No
69,3,Left,tensor(37.5005),Yes
69,2,Right,tensor(21.6742),Yes
69,4,Left,tensor(21.3073),Yes
70,0,Left,tensor(67.6447),No
70,3,Left,tensor(35.8529),Yes
70,2,Right,tensor(20.6875),Yes
71,0,Left,tensor(73.9492),No
71,3,Left,tensor(37.1564),Yes
71,2,Right,tensor(20.5065),Yes
71,4,Left,tensor(19.8136),Yes
72,0,Left,tensor(73.0382),No
72,3,Left,tensor(36.7346),Yes
72,2,Right,tensor(20.1433),Yes
73,0,Left,tensor(75.2934),No
73,3,Left,tensor(37.5849),Yes
73,2,Right,tensor(18.5862),Yes
74,5,Right,tensor(59.4025),No
74,0,Left,tensor(78.5542),No
74,3,Left,tensor(39.0836),Yes
74,2,Right,tensor(18.9634),Yes
74,4,Left,tensor(20.5795),Yes
75,5,Right,tensor(50.7101),No
75,0,Left,tensor(77.1024),No
75,2,Right,tensor(19.2495),Yes
75,3,Left,tensor(40.0001),Yes
75,4,Left,tensor(20.2350),Yes
76,5,Right,tensor(56.7051),No
76,0,Left,tensor(80.7296),No
76,3,Left,tensor(41.3557),Yes
76,2,Right,tensor(20.7468),Yes
77,0,Left,tensor(85.0619),No
77,5,Right,tensor(56.2132),Yes
77,3,Left,tensor(40.3729),Yes
77,2,Right,tensor(16.3668),Yes
77,4,Left,tensor(21.5656),Yes
78,5,Right,tensor(54.6839),No
78,0,Left,tensor(81.8371),No
78,3,Left,tensor(41.8896),Yes
78,2,Right,tensor(17.7374),Yes
78,4,Left,tensor(20.1481),Yes
79,0,Left,tensor(82.1198),No
79,5,Right,tensor(56.0488),Yes
79,3,Left,tensor(42.0087),Yes
79,2,Right,tensor(16.6873),Yes
79,4,Left,tensor(23.3776),Yes
80,0,Left,tensor(82.4829),No
80,5,Right,tensor(54.1446),Yes
80,3,Left,tensor(43.5305),Yes
80,2,Right,tensor(19.4387),Yes
80,4,Left,tensor(24.0160),Yes
81,0,Left,tensor(90.8447),No
81,5,Right,tensor(54.0485),Yes
81,3,Left,tensor(45.4616),Yes
81,2,Right,tensor(15.0530),Yes
81,4,Left,tensor(22.5399),Yes
82,0,Left,tensor(96.8068),No
82,5,Right,tensor(50.7990),Yes
82,3,Left,tensor(43.7873),Yes
82,2,Right,tensor(16.6327),Yes
82,4,Left,tensor(21.3875),Yes
83,0,Left,tensor(100.5630),No
83,5,Right,tensor(51.0908),Yes
83,3,Left,tensor(47.3512),Yes
83,2,Right,tensor(15.5148),Yes
83,4,Left,tensor(25.9749),Yes
84,0,Left,tensor(104.2278),No
84,5,Right,tensor(49.3840),Yes
84,3,Left,tensor(47.1418),Yes
84,2,Right,tensor(15.6701),Yes
84,4,Left,tensor(23.5285),Yes
85,0,Left,tensor(100.7179),No
85,5,Right,tensor(46.7428),Yes
85,3,Left,tensor(47.0550),Yes
85,2,Right,tensor(15.9497),Yes
85,4,Left,tensor(23.3528),Yes
86,0,Left,tensor(99.6552),No
86,5,Right,tensor(45.6363),Yes
86,3,Left,tensor(48.5953),Yes
86,2,Right,tensor(15.4740),Yes
86,4,Left,tensor(25.4858),Yes
87,0,Left,tensor(97.3287),No
87,3,Left,tensor(50.6628),Yes
87,5,Right,tensor(43.3396),Yes
87,2,Right,tensor(15.3751),Yes
87,4,Left,tensor(23.5000),Yes
88,0,Left,tensor(104.6895),No
88,5,Right,tensor(43.5411),Yes
88,3,Left,tensor(49.2590),Yes
88,2,Right,tensor(13.4680),Yes
88,4,Left,tensor(26.1970),Yes
89,0,Left,tensor(108.7676),No
89,3,Left,tensor(51.4662),Yes
89,5,Right,tensor(41.6079),Yes
89,4,Left,tensor(24.1016),Yes
89,2,Right,tensor(13.2627),Yes
90,0,Left,tensor(110.2709),No
90,3,Left,tensor(52.9324),Yes
90,5,Right,tensor(39.4988),Yes
90,4,Left,tensor(24.8983),Yes
90,2,Right,tensor(14.4265),Yes
91,0,Left,tensor(117.1313),No
91,3,Left,tensor(54.2836),Yes
91,5,Right,tensor(38.5544),Yes
91,2,Right,tensor(14.6335),Yes
91,4,Left,tensor(27.8933),Yes
92,0,Left,tensor(119.1769),No
92,5,Right,tensor(37.3201),Yes
92,3,Left,tensor(56.4470),Yes
92,2,Right,tensor(13.3168),Yes
92,4,Left,tensor(26.0233),Yes
93,0,Left,tensor(129.4006),No
93,5,Right,tensor(38.5713),Yes
93,3,Left,tensor(55.7190),Yes
93,2,Right,tensor(13.0360),Yes
93,4,Left,tensor(28.4058),Yes
94,3,Left,tensor(56.3470),No
94,5,Right,tensor(35.4472),Yes
94,2,Right,tensor(12.6512),Yes
94,4,Left,tensor(25.9086),Yes
95,3,Left,tensor(59.0495),No
95,5,Right,tensor(34.2372),Yes
95,2,Right,tensor(12.6610),Yes
95,4,Left,tensor(28.5348),Yes
95,6,Left,tensor(139.5226),No
96,3,Left,tensor(59.8921),No
96,5,Right,tensor(33.5015),Yes
96,2,Right,tensor(12.4363),Yes
96,4,Left,tensor(28.5694),Yes
96,6,Left,tensor(141.7284),No
97,3,Left,tensor(61.6913),No
97,5,Right,tensor(32.1417),Yes
97,2,Right,tensor(11.3054),Yes
97,4,Left,tensor(29.0026),Yes
98,3,Left,tensor(64.2418),No
98,5,Right,tensor(30.9424),Yes
98,2,Right,tensor(14.0399),Yes
98,4,Left,tensor(28.9990),Yes
99,3,Left,tensor(63.9628),No
99,5,Right,tensor(34.1834),Yes
99,2,Right,tensor(9.7327),Yes
99,4,Left,tensor(30.3719),Yes
100,3,Left,tensor(67.0185),No
100,5,Right,tensor(28.2308),Yes
100,4,Left,tensor(30.7668),Yes
100,2,Right,tensor(14.4456),Yes
101,3,Left,tensor(67.1565),No
101,5,Right,tensor(27.1620),Yes
101,4,Left,tensor(29.8113),Yes
101,2,Right,tensor(10.6629),Yes
102,3,Left,tensor(68.3794),No
102,5,Right,tensor(26.9299),Yes
102,4,Left,tensor(25.7354),Yes
102,2,Right,tensor(10.5328),Yes
103,3,Left,tensor(72.0852),No
103,5,Right,tensor(26.5771),Yes
103,4,Left,tensor(36.8330),Yes
103,2,Right,tensor(12.9140),Yes
104,3,Left,tensor(72.8817),No
104,5,Right,tensor(25.9941),Yes
104,4,Left,tensor(32.4943),Yes
104,2,Right,tensor(11.1344),Yes
105,3,Left,tensor(71.9872),No
105,5,Right,tensor(24.6792),Yes
105,4,Left,tensor(31.9636),Yes
105,2,Right,tensor(11.2827),Yes
106,3,Left,tensor(76.2178),No
106,5,Right,tensor(21.0326),Yes
106,4,Left,tensor(33.8497),Yes
106,2,Right,tensor(11.4214),Yes
106,7,Left,tensor(14.3813),Yes
107,3,Left,tensor(75.8325),No
107,4,Left,tensor(31.8714),Yes
107,5,Right,tensor(22.1538),Yes
107,2,Right,tensor(7.7211),Yes
108,3,Left,tensor(81.8583),No
108,4,Left,tensor(31.9772),Yes
108,5,Right,tensor(24.4106),Yes
108,2,Right,tensor(13.2230),Yes
109,3,Left,tensor(78.5903),No
109,5,Right,tensor(21.3776),Yes
109,4,Left,tensor(34.8483),Yes
109,2,Right,tensor(8.0760),Yes
110,3,Left,tensor(81.6604),No
110,5,Right,tensor(22.7096),Yes
110,4,Left,tensor(33.8071),Yes
110,2,Right,tensor(8.5779),Yes
111,3,Left,tensor(83.4892),No
111,5,Right,tensor(17.5553),Yes
111,4,Left,tensor(36.6437),Yes
111,2,Right,tensor(9.1834),Yes
112,3,Left,tensor(82.6890),No
112,5,Right,tensor(19.0126),Yes
112,4,Left,tensor(33.7080),Yes
112,2,Right,tensor(8.8266),Yes
113,3,Left,tensor(85.3905),No
113,5,Right,tensor(18.3106),Yes
113,4,Left,tensor(39.5586),Yes
113,2,Right,tensor(8.4905),Yes
114,3,Left,tensor(86.6986),No
114,5,Right,tensor(15.7059),Yes
114,4,Left,tensor(36.6387),Yes
114,2,Right,tensor(7.5292),Yes
115,3,Left,tensor(90.9322),No
115,4,Left,tensor(36.5168),Yes
115,5,Right,tensor(15.7415),Yes
115,2,Right,tensor(10.6277),Yes
116,3,Left,tensor(92.0069),No
116,5,Right,tensor(16.0280),Yes
116,4,Left,tensor(37.7286),Yes
116,2,Right,tensor(9.5778),Yes
117,3,Left,tensor(96.6500),No
117,4,Left,tensor(39.3967),Yes
117,5,Right,tensor(17.0802),Yes
117,2,Right,tensor(7.7094),Yes
118,3,Left,tensor(101.2698),No
118,4,Left,tensor(40.7580),Yes
118,5,Right,tensor(17.4982),Yes
118,1,Right,tensor(9.7044),Yes
119,3,Left,tensor(103.2271),No
119,4,Left,tensor(38.9048),Yes
119,5,Right,tensor(11.6453),Yes
119,1,Right,tensor(7.8016),Yes
119,7,Left,tensor(14.8469),Yes
120,3,Left,tensor(108.3679),No
120,4,Left,tensor(41.3186),Yes
120,5,Right,tensor(13.4263),Yes
120,1,Right,tensor(8.3471),Yes
120,7,Left,tensor(13.8028),Yes
121,3,Left,tensor(106.4001),No
121,4,Left,tensor(40.8299),Yes
121,5,Right,tensor(13.0967),Yes
121,1,Right,tensor(10.0270),Yes
121,7,Left,tensor(19.4821),Yes
122,3,Left,tensor(107.5653),No
122,4,Left,tensor(41.2963),Yes
122,5,Right,tensor(13.1168),Yes
122,7,Left,tensor(18.0193),Yes
122,1,Right,tensor(9.4887),Yes
123,3,Left,tensor(114.1714),No
123,4,Left,tensor(43.1541),Yes
123,5,Right,tensor(11.2445),Yes
123,7,Left,tensor(13.8468),Yes
123,1,Right,tensor(7.3744),Yes
124,3,Left,tensor(115.4676),No
124,4,Left,tensor(44.3461),Yes
124,5,Right,tensor(10.4028),Yes
124,1,Right,tensor(7.3115),Yes
124,7,Left,tensor(16.8015),Yes
125,0,Left,tensor(116.8275),No
125,10,Right,tensor(98.1916),Yes
125,4,Left,tensor(44.0178),Yes
125,5,Right,tensor(10.9229),Yes
125,1,Right,tensor(8.6147),Yes
125,7,Left,tensor(20.4559),Yes
126,0,Left,tensor(125.5272),No
126,10,Right,tensor(98.8805),Yes
126,4,Left,tensor(45.7840),Yes
126,5,Right,tensor(12.3034),Yes
126,1,Right,tensor(7.7058),Yes
126,7,Left,tensor(18.2414),Yes
127,0,Left,tensor(123.5048),No
127,10,Right,tensor(94.5620),Yes
127,4,Left,tensor(47.1078),Yes
127,5,Right,tensor(10.2842),Yes
127,1,Right,tensor(9.7242),Yes
127,7,Left,tensor(17.0167),Yes
128,10,Right,tensor(96.8296),No
128,4,Left,tensor(47.5553),Yes
128,0,Left,tensor(131.2233),No
128,1,Right,tensor(4.2464),Yes
128,5,Right,tensor(10.5472),Yes
128,7,Left,tensor(21.5910),Yes
129,10,Right,tensor(93.7796),No
129,4,Left,tensor(48.0298),Yes
129,5,Right,tensor(9.9465),Yes
129,0,Left,tensor(132.3789),No
129,1,Right,tensor(8.2422),Yes
129,7,Left,tensor(18.3298),Yes
130,4,Left,tensor(45.9005),No
130,10,Right,tensor(89.7644),No
130,5,Right,tensor(8.1061),Yes
130,1,Right,tensor(4.9228),Yes
130,7,Left,tensor(18.7422),Yes
131,10,Right,tensor(84.7972),No
131,4,Left,tensor(50.1940),Yes
131,5,Right,tensor(9.6811),Yes
131,7,Left,tensor(19.8194),Yes
131,1,Right,tensor(10.7728),Yes
132,10,Right,tensor(81.8354),No
132,4,Left,tensor(48.3820),Yes
132,5,Right,tensor(10.8368),Yes
132,7,Left,tensor(16.6159),Yes
132,1,Right,tensor(6.3564),Yes
133,10,Right,tensor(78.8112),No
133,4,Left,tensor(50.7877),Yes
133,5,Right,tensor(6.4546),Yes
133,7,Left,tensor(22.8127),Yes
133,1,Right,tensor(6.5696),Yes
134,10,Right,tensor(77.7778),No
134,4,Left,tensor(51.9774),Yes
134,7,Left,tensor(17.4243),Yes
134,5,Right,tensor(9.4970),Yes
134,1,Right,tensor(8.3031),Yes
135,4,Left,tensor(53.6018),No
135,10,Right,tensor(74.2150),No
135,5,Right,tensor(7.5919),Yes
135,7,Left,tensor(18.7986),Yes
135,1,Right,tensor(6.2479),Yes
136,4,Left,tensor(53.4176),No
136,10,Right,tensor(74.9596),No
136,7,Left,tensor(20.9124),Yes
136,5,Right,tensor(6.3533),Yes
136,1,Right,tensor(5.8951),Yes
137,10,Right,tensor(69.1704),No
137,4,Left,tensor(54.8828),Yes
137,5,Right,tensor(5.9898),Yes
137,7,Left,tensor(19.4476),Yes
138,10,Right,tensor(67.2725),No
138,4,Left,tensor(55.6519),Yes
138,7,Left,tensor(22.3577),Yes
138,5,Right,tensor(6.5948),Yes
139,10,Right,tensor(70.3346),No
139,4,Left,tensor(57.1624),Yes
139,7,Left,tensor(22.1016),Yes
139,5,Right,tensor(6.8921),Yes
140,10,Right,tensor(65.4771),No
140,4,Left,tensor(58.7453),Yes
140,7,Left,tensor(23.9848),Yes
140,5,Right,tensor(5.9846),Yes
141,4,Left,tensor(60.6797),No
141,10,Right,tensor(67.2682),No
141,7,Left,tensor(21.5469),Yes
141,5,Right,tensor(6.3533),Yes
142,4,Left,tensor(60.3673),No
142,10,Right,tensor(60.3180),Yes
142,7,Left,tensor(23.7496),Yes
142,5,Right,tensor(5.6097),Yes
143,4,Left,tensor(63.1432),No
143,10,Right,tensor(61.0627),Yes
143,7,Left,tensor(33.4971),Yes
143,5,Right,tensor(5.4633),Yes
144,4,Left,tensor(63.3678),No
144,10,Right,tensor(59.2204),Yes
144,7,Left,tensor(17.0951),Yes
144,5,Right,tensor(4.2753),Yes
145,4,Left,tensor(63.7461),No
145,10,Right,tensor(60.1031),Yes
145,7,Left,tensor(19.6214),Yes
145,5,Right,tensor(6.5486),Yes
146,4,Left,tensor(67.6719),No
146,10,Right,tensor(56.7406),Yes
146,7,Left,tensor(23.4676),Yes
146,5,Right,tensor(5.7515),Yes
147,4,Left,tensor(68.7871),No
147,7,Left,tensor(23.6683),Yes
147,10,Right,tensor(54.2166),No
147,5,Right,tensor(5.8694),Yes
148,4,Left,tensor(68.6539),No
148,7,Left,tensor(25.4935),Yes
148,10,Right,tensor(53.8148),No
148,5,Right,tensor(6.5623),Yes
149,4,Left,tensor(69.0144),No
149,10,Right,tensor(52.2020),Yes
149,7,Left,tensor(24.7104),Yes
149,5,Right,tensor(3.6178),Yes
150,4,Left,tensor(72.3552),No
150,7,Left,tensor(28.3182),Yes
150,10,Right,tensor(51.9208),No
150,5,Right,tensor(4.8884),Yes
151,4,Left,tensor(76.6825),No
151,7,Left,tensor(29.5557),Yes
151,10,Right,tensor(50.0494),Yes
151,5,Right,tensor(4.7150),Yes
152,4,Left,tensor(75.4297),No
152,7,Left,tensor(27.7837),Yes
152,10,Right,tensor(48.7774),Yes
152,5,Right,tensor(5.7404),Yes
153,4,Left,tensor(80.1636),No
153,7,Left,tensor(28.7677),Yes
153,10,Right,tensor(46.5411),Yes
153,5,Right,tensor(3.1353),Yes
154,4,Left,tensor(77.1617),No
154,7,Left,tensor(29.2076),Yes
154,10,Right,tensor(44.4506),Yes
154,5,Right,tensor(5.5325),Yes
155,4,Left,tensor(80.6807),No
155,10,Right,tensor(44.0121),Yes
155,7,Left,tensor(30.7253),Yes
